count_session,count_hit,totals_newVisits,geoNetwork_latitude,geoNetwork_longitude,historic_session,historic_session_page,avg_session_time,avg_session_time_page,single_page_rate,sessionQualityDim,visitId_threshold,earliest_visit_number,avg_visit_time,days_since_first_visit,visits_per_day,bounce_rate,num_interactions,bounces,time_on_site,transactionRevenue,has_converted
13,1961,0,25.3463,55.4209,3050,0,234.6153846153846,0.0,1.0,2,1616823237,115,6,30,63.25806451612903,0.0,12666,0,15641,35489184,1
32,3452,0,25.2048,55.2708,14631,7294,457.21875,227.9375,0.71875,24,1617275942,405,10,28,119.03448275862068,0.0,22632,0,3247,21331627,0
16,3163,0,24.4539,54.3773,14395,4388,899.6875,274.25,0.875,48,1617274691,17,13,30,116.38709677419357,0.0,11347,0,40025,0,0
23,4324,0,24.4539,54.3773,16154,0,702.3478260869565,0.0,1.0,2,1617046975,202,13,26,160.14814814814815,0.0,26632,0,1772,63503904,1
1,145,0,25.2048,55.2708,4891,4891,4891.0,4891.0,0.0,54,1616995183,11,5,0,429.0,0.0,1022,0,36426,334962126,0
6,665,0,25.2048,55.2708,2533,0,422.16666666666674,0.0,1.0,5,1611035916,4,11,24,26.6,0.0,3961,0,965,30384668,1
5,200,0,25.2048,55.2708,450,0,90.0,0.0,1.0,3,1616487406,58,11,17,11.111111111111112,0.0,1688,0,0,38238497,1
15,2856,0,25.2048,55.2708,3664,0,244.26666666666668,0.0,1.0,2,1617189305,2,15,19,142.8,0.0,5536,0,0,37571978,1
49,3661,0,24.1302,55.8023,13630,2178,278.16326530612247,44.44897959183674,0.9591836734693876,48,1617281679,121,13,29,122.03333333333332,0.0,11482,0,6139,0,0
3,194,0,25.3463,55.4209,341,0,113.66666666666669,0.0,1.0,4,1617065770,22,10,27,6.928571428571429,0.0,335,0,2375,0,0
10,597,0,25.2048,55.2708,1344,0,134.4,0.0,1.0,2,1616148948,132,11,28,20.58620689655172,0.0,9114,0,0,219697653,1
45,7764,0,25.2048,55.2708,14352,0,318.93333333333334,0.0,1.0,2,1617302948,2,9,28,267.7241379310345,0.0,24951,0,2354,0,0
16,1699,0,25.3463,55.4209,5569,2151,348.0625,134.4375,0.875,48,1617289655,340,13,30,54.806451612903224,0.0,6530,0,3056,60740704,0
32,1313,0,25.2048,55.2708,7028,0,219.625,0.0,1.0,2,1617268553,86,13,30,42.354838709677416,0.0,10892,0,16570,0,0
1,76,0,25.2048,55.2708,346,346,346.0,346.0,0.0,12,1614580848,123,7,0,76.0,0.0,76,0,11798,1236239932,1
39,2511,0,24.4539,54.3773,15178,2660,389.1794871794872,68.2051282051282,0.9743589743589745,7,1617212266,123,13,27,89.67857142857143,0.0,16319,0,5192,0,0
10,1142,0,25.2048,55.2708,2003,0,200.3,0.0,1.0,2,1617006364,1,8,28,39.37931034482759,0.0,3306,0,8551,395154010,1
10,1056,0,24.4539,54.3773,6700,0,670.0,0.0,1.0,50,1616486896,124,10,17,58.666666666666664,0.0,2850,0,34270,97937625,1
1,40,0,25.2048,55.2708,1453,1453,1453.0,1453.0,0.0,63,1615632240,44,11,0,75.0,0.0,112,0,0,90867324,1
9,428,0,25.3463,55.4209,3007,0,334.1111111111111,0.0,1.0,4,1616938037,51,13,29,14.266666666666667,0.0,489,0,877,0,0
6,511,0,25.3463,55.4209,3267,0,544.5,0.0,1.0,41,1616945396,111,16,25,19.653846153846153,0.0,2389,0,790,0,0
4,644,0,25.2048,55.2708,359,0,89.75,0.0,1.0,1,1616729815,3,11,16,37.88235294117647,0.0,1680,0,0,201611766,1
5,404,0,24.1302,55.8023,876,0,175.2,0.0,1.0,2,1617130025,25,16,6,57.714285714285715,0.0,2403,0,312,67412671,1
92,15490,0,25.2048,55.2708,30515,0,331.6847826086956,0.0,1.0,2,1617281573,3,13,29,516.3333333333334,0.0,26210,0,15734,199585917,1
7,161,0,0.0,0.0,792,0,113.14285714285714,0.0,1.0,2,1607103307,1,10,29,5.366666666666666,0.0,161,0,1410,20079200,1
6,616,0,24.4539,54.3773,1985,1868,330.8333333333333,311.3333333333333,0.6666666666666666,49,1616962298,2,19,27,22.0,0.0,1105,0,38336,1041972913,1
4,637,0,25.2048,55.2708,1738,0,434.5,0.0,1.0,45,1616733480,56,5,22,27.695652173913043,0.0,4385,0,1528,0,0
4,1070,0,25.2048,55.2708,2470,0,617.5,0.0,1.0,4,1616273452,146,19,1,535.0,0.0,1070,0,7167,0,0
9,467,0,25.3463,55.4209,3772,257,419.11111111111114,28.555555555555557,0.8888888888888888,41,1617183227,7,11,21,21.318181818181817,0.0,2375,0,18393,0,0
14,632,0,24.4539,54.3773,3103,0,221.6428571428571,0.0,1.0,4,1617302697,84,15,29,21.066666666666663,0.0,2303,0,3627,0,0
11,1157,0,25.2048,55.2708,1688,0,153.45454545454547,0.0,1.0,2,1614403967,7,13,29,38.56666666666667,0.0,3048,0,9153,70814250,1
3,275,0,25.2048,55.2708,1943,0,647.6666666666666,0.0,1.0,24,1617018051,26,12,19,13.75,0.0,317,0,6905,0,0
28,4446,0,25.2048,55.2708,16277,3136,581.3214285714286,112.0,0.8571428571428571,6,1616982392,63,15,29,148.2,0.0,8443,0,49387,0,0
11,1298,0,25.2048,55.2708,5680,3767,516.3636363636364,342.45454545454544,0.5454545454545454,3,1617125434,34,16,30,48.064516129032256,0.0,3907,0,576,0,0
61,5054,0,24.4539,54.3773,33071,7155,542.1475409836065,117.29508196721312,0.9508196721311474,4,1617258942,104,12,30,163.03225806451613,0.0,15336,0,14139,0,0
4,67,0,25.2048,55.2708,1100,1100,275.0,275.0,0.0,13,1617259126,1,7,14,13.866666666666667,0.4,1259,0,1992,0,0
6,475,0,25.3463,55.4209,3236,0,539.3333333333334,0.0,1.0,4,1617205676,134,12,10,43.18181818181818,0.0,1552,0,2797,0,0
27,3670,0,24.4539,54.3773,5183,0,191.96296296296296,0.0,1.0,2,1617235804,35,12,30,118.38709677419357,0.0,23668,0,4419,453852330,1
16,1658,0,25.2048,55.2708,13092,0,818.25,0.0,1.0,6,1616313925,28,13,26,61.407407407407405,0.0,2004,0,1975,0,0
32,6328,0,24.1302,55.8023,8202,0,256.3125,0.0,1.0,2,1617087613,7,12,29,210.93333333333337,0.0,15055,0,2453,27574547,1
10,2083,0,24.1302,55.8023,6309,0,630.9,0.0,1.0,4,1617046449,7,11,17,115.72222222222224,0.0,7113,0,10146,314889248,1
6,172,0,25.2048,55.2708,531,0,88.5,0.0,1.0,4,1616931450,11,13,26,6.37037037037037,0.0,7677,0,30,0,0
3,389,0,25.2048,55.2708,979,0,326.3333333333333,0.0,1.0,18,1617125824,20,18,29,12.966666666666669,0.0,623,0,13328,0,0
15,900,0,25.2048,55.2708,2310,1575,154.0,105.0,0.6666666666666666,2,1616917947,1,11,30,43.12903225806452,0.0,8443,0,438,0,0
39,7784,0,0.0,0.0,10004,0,256.5128205128205,0.0,1.0,2,1615322240,22,8,29,259.46666666666664,0.0,24196,0,343,150350225,1
18,3414,0,24.4539,54.3773,4805,0,266.94444444444446,0.0,1.0,2,1616780809,7,11,25,131.30769230769232,0.0,15180,0,0,106697522,1
24,2701,0,24.4539,54.3773,10234,0,426.41666666666674,0.0,1.0,48,1617188472,189,14,29,90.03333333333333,0.0,11841,0,49144,58646882,1
24,2140,0,24.4539,54.3773,3578,0,149.08333333333334,0.0,1.0,3,1617238233,21,11,23,89.16666666666667,0.0,5719,0,84,0,0
39,2246,0,25.3463,55.4209,13212,2913,338.7692307692308,74.6923076923077,0.9487179487179486,5,1617269242,9,11,23,93.58333333333333,0.0,2246,0,36287,278536167,1
2,170,0,25.2048,55.2708,455,0,227.5,0.0,1.0,5,1614452922,8,10,2,56.666666666666664,0.0,298,0,216,0,0
93,15967,0,25.3463,55.4209,28730,0,308.9247311827957,0.0,1.0,6,1617282248,40,15,28,550.5862068965517,0.0,64546,0,34023,247199444,1
5,261,0,14.6507,121.1029,1413,0,282.6,0.0,1.0,7,1614599384,6,9,4,52.2,0.0,1186,0,561,0,0
18,2519,0,25.2048,55.2708,4496,0,249.77777777777777,0.0,1.0,2,1617279276,2,13,30,81.25806451612904,0.0,4325,0,2845,72815930,0
25,1666,0,25.2048,55.2708,11667,1773,466.68,70.92,0.96,4,1616599201,239,14,28,57.44827586206897,0.0,8586,0,4995,0,0
20,610,0,25.8007,55.9762,3351,339,167.55,16.95,0.95,4,1617290552,159,10,29,20.333333333333332,0.0,2530,0,115,0,0
8,945,0,24.4539,54.3773,3109,2151,388.625,268.875,0.5,5,1617071593,143,12,30,30.483870967741936,0.0,7488,0,16367,202736890,1
21,2601,0,25.2048,55.2708,9025,0,429.7619047619048,0.0,1.0,6,1617264748,26,13,30,83.90322580645162,0.0,6590,0,9554,53961927,1
20,1680,0,24.4539,54.3773,6297,242,314.85,12.1,0.95,4,1617223348,120,16,29,56.0,0.0,8312,0,5918,41901494,1
22,4514,0,24.4539,54.3773,9933,0,451.5,0.0,1.0,2,1615886913,1,12,27,161.21428571428572,0.0,13144,0,3932,725898864,1
10,830,0,25.2048,55.2708,2772,168,277.2,16.8,0.9,4,1616856794,1,15,10,76.36363636363636,0.0,895,0,13044,0,0
10,861,0,24.4539,54.3773,4538,928,453.8,92.8,0.9,39,1617280611,5,14,24,39.36,0.0,1372,0,5912,126601144,0
7,1041,0,24.4539,54.3773,5101,1170,728.7142857142856,167.14285714285714,0.8571428571428571,4,1616721108,15,10,19,52.05,0.0,3358,0,17064,63002716,1
46,6061,0,25.2048,55.2708,21668,960,471.0434782608696,20.869565217391305,0.9347826086956522,10,1617295042,8,15,30,198.06451612903223,0.0,20465,0,13446,0,0
11,220,0,25.2048,55.2708,6241,6241,567.3636363636364,567.3636363636364,0.0,53,1617217061,1,15,25,37.34615384615385,0.17,1134,0,10953,92077320,1
18,4425,0,25.8007,55.9762,7184,1342,399.11111111111114,74.55555555555556,0.9444444444444444,2,1617195557,2,12,29,152.63333333333333,0.0,20805,0,10520,188630510,1
33,5321,0,25.4052,55.5136,23790,7456,720.9090909090909,225.9393939393939,0.909090909090909,50,1617082555,85,6,30,171.6451612903226,0.0,12178,0,283885,165311046,1
31,2990,0,24.4539,54.3773,22801,7046,735.516129032258,227.29032258064515,0.8709677419354838,48,1617276399,296,10,30,96.45161290322581,0.0,14597,0,18436,0,0
32,1930,0,24.1302,55.8023,3770,0,117.8125,0.0,1.0,5,1617276776,215,16,30,62.25806451612903,0.0,4082,0,13989,0,0
8,352,0,25.2048,55.2708,1761,0,220.125,0.0,1.0,6,1616687270,121,16,23,14.666666666666666,0.0,980,0,990,0,0
15,1774,0,24.4539,54.3773,2598,0,173.2,0.0,1.0,4,1617294536,239,13,26,65.70370370370371,0.0,15047,0,1503,757462945,1
14,4985,0,25.2048,55.2708,3497,81,249.78571428571428,5.785714285714286,0.9285714285714286,4,1617294958,4,12,28,173.51724137931035,0.0,16932,0,770,0,0
37,2071,0,24.1302,55.8023,4663,211,126.02702702702705,5.702702702702703,0.972972972972973,21,1617250804,153,11,30,66.80645161290323,0.0,12338,0,13408,162249706,1
1,70,0,25.2048,55.2708,171,0,171.0,0.0,1.0,5,1616941937,141,15,0,70.0,0.0,942,0,172,0,0
10,340,0,25.3463,55.4209,3887,0,388.7,0.0,1.0,22,1616750200,21,10,29,11.333333333333334,0.0,917,0,1865,0,0
3,370,0,24.4539,54.3773,237,0,79.0,0.0,1.0,2,1616580417,13,7,26,13.703703703703704,0.0,891,0,579,0,0
12,1795,0,33.8938,35.5018,2106,0,175.5,0.0,1.0,2,1617091586,14,15,30,57.903225806451616,0.0,13550,0,0,54151956,1
7,1094,0,25.2048,55.2708,803,0,114.71428571428572,0.0,1.0,2,1615372075,32,12,28,37.72413793103448,0.0,4153,0,1192,100922813,1
5,246,0,25.2048,55.2708,8227,8227,1645.4,1645.4,0.2,56,1614932004,1,12,12,73.46153846153847,0.0,980,0,4832,0,0
15,722,0,25.2048,55.2708,9422,9012,628.1333333333333,600.8,0.3333333333333333,2,1616959601,1,12,22,69.04347826086956,0.05,2914,0,54525,4614342416,0
30,3811,0,24.4539,54.3773,21198,6349,706.6,211.63333333333333,0.8,3,1617277875,1,12,26,165.03703703703704,0.0,4937,0,32535,0,0
8,879,0,25.2048,55.2708,3338,1592,417.25,199.0,0.625,8,1616899109,25,6,16,51.705882352941174,0.0,1832,0,35176,4853823860,1
2,183,0,25.2048,55.2708,507,0,253.5,0.0,1.0,4,1617121404,15,12,4,36.6,0.0,186,0,343,0,0
9,576,0,25.2048,55.2708,3480,0,386.66666666666674,0.0,1.0,18,1617212894,34,15,28,19.86206896551724,0.0,3763,0,795,0,0
2,605,0,25.2048,55.2708,1866,0,933.0,0.0,1.0,4,1614278160,3,19,1,302.5,0.0,605,0,778,0,0
24,2846,0,25.8007,55.9762,1982,0,82.58333333333333,0.0,1.0,2,1617222423,116,17,29,94.86666666666666,0.0,15722,0,0,59639521,1
9,288,0,25.2048,55.2708,1466,1196,162.88888888888889,132.88888888888889,0.8888888888888888,6,1617294511,6,10,12,22.153846153846153,0.0,918,0,311,0,0
8,1424,0,25.2048,55.2708,5886,0,735.75,0.0,1.0,4,1617171784,262,15,27,50.857142857142854,0.0,10354,0,6440,0,0
3,60,0,25.2048,55.2708,2070,2070,690.0,690.0,0.0,46,1616143936,2,10,2,62.333333333333336,0.0,207,0,655,0,0
16,1180,0,25.2048,55.2708,4272,1200,267.0,75.0,0.8125,3,1617301804,58,11,23,49.166666666666664,0.0,8709,0,47036,1491837245,1
40,6418,0,25.2048,55.2708,5898,0,147.45,0.0,1.0,2,1617184805,60,12,29,213.93333333333337,0.0,25692,0,6371,385561514,1
14,895,0,25.4052,55.5136,4278,1792,305.57142857142856,128.0,0.8571428571428571,16,1617128821,95,18,23,37.291666666666664,0.0,1112,0,4764,145720317,0
25,2536,0,24.4539,54.3773,11668,2857,466.72,114.28,0.88,50,1615806862,349,12,30,81.80645161290323,0.0,8870,0,15878,598721529,1
9,482,0,25.2048,55.2708,2354,0,261.55555555555554,0.0,1.0,4,1616963625,64,14,30,15.548387096774194,0.0,1061,0,15346,0,0
25,1972,0,24.4539,54.3773,21007,14900,840.28,596.0,0.52,39,1617081984,7,9,25,110.26923076923076,0.04,2867,0,2725,0,0
28,2773,0,14.4793,121.0198,12362,2913,441.5,104.03571428571428,0.9285714285714286,4,1617267091,6,9,30,89.45161290322581,0.0,7098,0,5756,14154825,0
44,2067,0,24.8607,67.0011,3563,0,80.97727272727273,0.0,1.0,2,1617242760,6,15,30,66.6774193548387,0.0,9354,0,206,0,0
11,936,0,25.3463,55.4209,7225,3678,656.8181818181819,334.3636363636364,0.8181818181818182,5,1617289701,30,11,25,36.0,0.0,5583,0,42790,396650030,0
15,3428,0,24.1302,55.8023,3056,0,203.73333333333332,0.0,1.0,2,1617136110,5,15,30,110.58064516129032,0.0,21202,0,1048,35380231,1
3,113,0,25.2048,55.2708,4066,4066,1355.3333333333333,1355.3333333333333,0.3333333333333333,9,1613287148,1,19,1,187.5,0.0,375,0,5308,86476626,1
11,2962,0,24.4539,54.3773,2413,0,219.36363636363637,0.0,1.0,2,1617139645,1,12,17,164.55555555555554,0.0,3678,0,0,110845505,1
138,15816,0,25.2048,55.2708,104379,0,756.3695652173913,0.0,1.0,6,1617284038,29,14,29,527.2,0.0,61183,0,7979,0,0
7,221,0,25.2048,55.2708,1059,0,151.28571428571428,0.0,1.0,19,1617086124,83,8,24,8.84,0.0,579,0,7528,0,0
18,3142,0,25.2048,55.2708,15312,8546,850.6666666666665,474.77777777777777,0.611111111111111,24,1617084987,244,10,30,101.35483870967742,0.0,13309,0,52851,529107988,1
120,22514,0,25.2048,55.2708,44053,0,367.10833333333335,0.0,1.0,2,1617301034,59,10,29,750.4666666666667,0.0,91143,0,13764,540497355,1
93,8602,0,25.3463,55.4209,46421,3677,499.1505376344086,39.53763440860215,0.946236559139785,21,1617294195,473,14,29,286.73333333333335,0.0,33663,0,48227,481157908,0
5,48,0,25.2048,55.2708,122,0,24.4,0.0,1.0,5,1617259099,113,14,24,1.92,0.0,719,0,575,34414268,1
26,5300,0,24.4539,54.3773,10556,0,406.0,0.0,1.0,2,1617190501,7,13,29,176.66666666666666,0.0,11328,0,2636,124131163,1
44,3096,0,25.2048,55.2708,8314,0,188.95454545454547,0.0,1.0,5,1609140502,33,13,30,99.87096774193549,0.0,5941,0,0,111167152,1
31,2629,0,24.4539,54.3773,4239,0,136.74193548387098,0.0,1.0,2,1617179086,1,13,26,97.37037037037037,0.0,11705,0,32,0,0
4,1501,0,24.4539,54.3773,1557,0,389.25,0.0,1.0,4,1617142459,1,18,16,88.29411764705883,0.0,1514,0,0,108195230,1
10,1294,0,25.2048,55.2708,7561,1287,756.1,128.7,0.8,18,1617197067,105,14,29,43.13333333333333,0.0,9111,0,605,0,0
56,9098,0,25.2048,55.2708,14962,0,267.17857142857144,0.0,1.0,10,1617280359,11,12,30,293.48387096774195,0.0,27104,0,0,49199631,1
1,20,0,25.2048,55.2708,671,671,671.0,671.0,0.0,47,1615622513,26,8,0,90.0,0.0,102,0,5592,319851704,0
9,1352,0,25.2048,55.2708,2801,0,311.22222222222223,0.0,1.0,2,1616711187,38,16,27,48.285714285714285,0.0,8360,0,3741,183850353,1
8,537,0,25.2048,55.2708,1653,0,206.625,0.0,1.0,4,1616949790,63,14,29,17.9,0.0,2311,0,907,0,0
92,7626,0,25.3463,55.4209,68686,18940,746.5869565217392,205.8695652173913,0.8260869565217391,50,1617305538,1,13,26,285.48148148148147,0.02,22611,0,36945,408477054,1
3,127,0,24.4539,54.3773,4476,4476,1492.0,1492.0,0.0,17,1617102675,235,14,27,17.178571428571427,0.25,1028,0,33290,152184767,1
11,2331,0,24.4539,54.3773,1878,0,170.72727272727272,0.0,1.0,2,1617124023,79,14,28,80.37931034482759,0.0,13411,0,0,80806317,1
24,1450,0,25.2048,55.2708,7574,449,315.5833333333333,18.708333333333332,0.9583333333333331,8,1617273804,1,11,15,90.625,0.0,3815,0,444,0,0
1,105,0,15.0594,120.6567,1824,0,1824.0,0.0,1.0,41,1614586482,2,8,0,105.0,0.0,105,0,18250,0,0
46,3679,0,25.2048,55.2708,19833,3089,431.1521739130435,67.15217391304348,0.9565217391304348,6,1617103695,107,10,29,122.63333333333334,0.0,18523,0,50614,199090512,0
10,2845,0,25.2048,55.2708,11941,1927,1194.1,192.7,0.8,44,1616956883,368,18,28,98.10344827586206,0.0,12377,0,15575,77198685,0
32,4078,0,24.4539,54.3773,29938,5694,935.5625,177.9375,0.875,50,1617169023,2,8,29,136.43333333333334,0.0,14125,0,25681,0,0
15,1650,0,25.2048,55.2708,1294,0,86.26666666666667,0.0,1.0,2,1616732557,17,14,15,103.125,0.0,10767,0,0,77279205,1
15,932,0,0.0,0.0,4289,0,285.93333333333334,0.0,1.0,11,1617095938,1,17,24,37.28,0.0,9652,0,166,0,0
9,1571,0,25.2048,55.2708,4686,0,520.6666666666666,0.0,1.0,2,1617020568,2,7,26,58.18518518518518,0.0,2363,0,1164,0,0
3,518,0,25.8007,55.9762,1700,0,566.6666666666666,0.0,1.0,2,1617284606,1,11,12,39.84615384615385,0.0,518,0,0,27566084,1
9,500,0,25.2048,55.2708,2498,0,277.55555555555554,0.0,1.0,4,1617299755,14,16,15,31.25,0.0,2351,0,666,0,0
3,292,0,25.2048,55.2708,842,0,280.6666666666667,0.0,1.0,2,1614683252,3,11,7,36.5,0.0,292,0,666,27443917,1
14,555,0,25.2048,55.2708,3930,3392,280.7142857142857,242.28571428571428,0.8571428571428571,2,1616580431,16,8,30,29.258064516129032,0.0,9110,0,6549,0,0
12,530,0,25.2048,55.2708,339,0,28.25,0.0,1.0,2,1616929488,1,9,17,29.444444444444443,0.0,3095,0,2306,0,0
13,983,0,25.2048,55.2708,3017,362,232.07692307692307,27.846153846153847,0.9230769230769232,2,1617033225,1,11,24,40.48,0.0,3740,0,457,22801586,1
13,368,0,24.4539,54.3773,13018,13018,1001.3846153846154,1001.3846153846154,0.3076923076923077,6,1615790580,1,12,27,81.28571428571429,0.27,2357,0,0,140399406,1
20,2339,0,25.2048,55.2708,9468,2029,473.4,101.45,0.95,54,1616618165,8,8,29,77.96666666666667,0.0,3677,0,12002,0,0
45,1688,0,25.2048,55.2708,17184,2752,381.8666666666666,61.15555555555556,0.9555555555555556,6,1617191176,470,11,30,54.45161290322581,0.0,6748,0,200,0,0
28,1743,0,25.2048,55.2708,12059,889,430.67857142857144,31.75,0.9285714285714286,44,1616921409,35,11,20,83.0,0.0,3225,0,5503,0,0
16,706,0,24.4539,54.3773,2527,0,157.9375,0.0,1.0,22,1616390281,24,11,28,24.344827586206897,0.0,1589,0,1456,0,0
1,415,0,24.4539,54.3773,1395,0,1395.0,0.0,1.0,41,1615529842,38,6,0,415.0,0.0,2677,0,2454,295577412,1
21,320,0,25.2048,55.2708,3127,251,148.9047619047619,11.952380952380953,0.9523809523809524,2,1609852320,1,13,30,10.32258064516129,0.0,546,0,0,262151625,1
26,4273,0,24.4539,54.3773,5223,0,200.8846153846154,0.0,1.0,2,1616999674,24,8,29,142.43333333333334,0.0,13137,0,883,107378286,1
34,1427,0,24.4539,54.3773,2683,0,78.91176470588235,0.0,1.0,4,1617280350,176,11,28,49.206896551724135,0.0,7411,0,2039,0,0
37,5235,0,25.3463,55.4209,15639,0,422.6756756756757,0.0,1.0,2,1617300018,179,11,28,180.51724137931035,0.0,27127,0,0,30016658,1
33,7901,0,25.2048,55.2708,16720,0,506.66666666666674,0.0,1.0,8,1617025240,68,14,27,282.17857142857144,0.0,13544,0,0,141997528,1
36,6318,0,24.4539,54.3773,11714,0,325.3888888888889,0.0,1.0,10,1617186399,14,14,30,203.80645161290323,0.0,20837,0,385,198931885,1
23,4115,0,24.4539,54.3773,28106,4051,1222.0,176.1304347826087,0.9130434782608696,40,1617268146,8,15,26,152.40740740740742,0.0,5555,0,12341,0,0
10,1934,0,25.2048,55.2708,13545,1218,1354.5,121.8,0.8,4,1616856680,1,12,23,80.58333333333333,0.0,1934,0,80,0,0
28,4667,0,24.4539,54.3773,16682,912,595.7857142857143,32.57142857142857,0.9642857142857144,2,1617209450,1,12,28,164.10344827586206,0.0,12080,0,3267,47489870,1
21,1674,0,24.4539,54.3773,2817,0,134.14285714285714,0.0,1.0,2,1617008021,9,11,30,54.0,0.0,5612,0,7821,268514457,1
11,1935,0,25.2048,55.2708,2222,0,202.0,0.0,1.0,2,1617292770,62,14,20,92.14285714285714,0.0,7183,0,3860,0,0
25,7411,0,25.2048,55.2708,15178,736,607.12,29.44,0.96,4,1617258866,14,9,29,248.0,0.0,17081,0,5990,58628542,1
13,1203,0,25.2048,55.2708,831,0,63.92307692307692,0.0,1.0,2,1617206747,48,10,29,40.9,0.64,19071,4,0,0,0
31,4346,0,24.4539,54.3773,17721,1674,571.6451612903226,54.0,0.967741935483871,7,1617293825,67,6,29,144.86666666666667,0.0,20434,0,37686,0,0
65,11422,0,24.4539,54.3773,25193,0,387.5846153846154,0.0,1.0,2,1617284957,14,13,30,368.45161290322574,0.0,42321,0,49096,1569468438,1
9,3190,0,25.2048,55.2708,1945,0,216.11111111111111,0.0,1.0,2,1617280900,10,11,29,106.33333333333331,0.0,13259,0,0,78559653,1
41,2140,0,25.2048,55.2708,12600,6751,307.3170731707317,164.65853658536585,0.902439024390244,4,1616491737,298,13,30,69.03225806451613,0.0,6014,0,37370,236354884,0
7,244,0,25.2048,55.2708,1260,0,180.0,0.0,1.0,5,1617220672,89,17,21,11.090909090909092,0.0,1649,0,762,0,0
11,689,0,25.3463,55.4209,6095,0,554.0909090909091,0.0,1.0,9,1616434535,3,14,30,22.225806451612904,0.0,2795,0,22,0,0
15,2038,0,24.4539,54.3773,9705,0,647.0,0.0,1.0,41,1617086359,91,10,30,65.74193548387096,0.0,3540,0,4536,0,0
54,4625,0,25.3463,55.4209,29821,2028,552.2407407407408,37.55555555555556,0.9814814814814816,5,1617301335,2,12,25,181.69230769230768,0.0,4724,0,32074,139424520,0
13,2112,0,25.2048,55.2708,3124,0,240.30769230769232,0.0,1.0,2,1613123840,3,10,28,72.82758620689656,0.0,3274,0,384,14753414,1
5,106,0,25.2048,55.2708,2821,2821,564.2,564.2,0.0,45,1616694132,1,13,25,12.76923076923077,0.0,807,0,2277,0,0
24,5278,0,24.1302,55.8023,7139,0,297.4583333333333,0.0,1.0,8,1616364419,1,17,27,188.5,0.0,17406,0,2934,212634335,1
20,2337,0,25.2048,55.2708,10101,4198,505.05,209.9,0.85,45,1617264185,43,8,30,75.38709677419355,0.0,10088,0,209158,20378700,1
100,22137,0,24.4539,54.3773,43161,0,431.61,0.0,1.0,2,1617267887,244,13,30,714.0967741935484,0.0,69503,0,3093,622222682,1
19,1321,0,25.2048,55.2708,4131,723,217.42105263157896,38.05263157894737,0.9473684210526316,4,1617133045,210,6,25,50.80769230769231,0.0,9489,0,86056,418852313,1
1,33,1,25.2048,55.2708,2023,2023,2023.0,2023.0,0.0,34,1615489138,1,19,0,337.0,0.0,337,0,6303,0,0
14,1903,0,24.4539,54.3773,2323,0,165.92857142857142,0.0,1.0,4,1617287467,11,14,29,63.43333333333333,0.0,10216,0,682,289368835,1
19,827,0,24.4539,54.3773,7421,0,390.57894736842104,0.0,1.0,2,1617216312,1,14,29,27.566666666666663,0.0,1531,0,868,0,0
10,107,0,25.2048,55.2708,4673,4635,467.3,463.5,0.2,46,1617100393,64,9,30,17.387096774193548,0.08,1555,0,6936,0,0
20,5075,0,25.2048,55.2708,8719,4921,435.95,246.05,0.95,2,1617172185,2,11,29,176.36666666666667,0.0,9665,0,0,29240383,1
4,407,0,25.3463,55.4209,1437,0,359.25,0.0,1.0,4,1617209961,59,19,19,20.35,0.0,2022,0,7168,0,0
29,3925,0,25.2048,55.2708,14661,1483,505.55172413793105,51.13793103448276,0.9655172413793104,5,1617111723,1,12,20,186.9047619047619,0.0,4834,0,121842,106848084,1
14,2372,0,25.4052,55.5136,4196,0,299.7142857142857,0.0,1.0,2,1616971377,1,12,20,112.95238095238096,0.0,13073,0,1926,0,0
31,8144,0,24.1302,55.8023,14144,0,456.258064516129,0.0,1.0,2,1617305135,1,12,28,280.82758620689657,0.0,41473,0,12019,392396562,1
4,373,0,25.2048,55.2708,1202,0,300.5,0.0,1.0,6,1608358837,23,14,14,24.866666666666667,0.0,381,0,3531,0,0
203,41293,0,24.4539,54.3773,65805,0,324.1625615763547,0.0,1.0,2,1617295848,18,11,29,1376.4333333333334,0.0,153309,0,954,136570488,1
5,1143,0,24.4539,54.3773,2862,1522,572.4,304.4,0.6,5,1615732760,19,15,30,36.87096774193548,0.0,3104,0,1450,0,0
35,5887,0,25.2048,55.2708,9346,0,267.0285714285714,0.0,1.0,2,1617273374,1,15,21,267.59090909090907,0.0,11570,0,27637,998374614,1
17,1577,0,25.2048,55.2708,7467,2463,439.235294117647,144.88235294117646,0.8235294117647058,6,1617102181,141,10,26,58.407407407407405,0.0,3874,0,3755,52546318,0
37,6247,0,25.2048,55.2708,21862,11399,590.8648648648649,308.0810810810811,0.5675675675675675,6,1617292878,2,13,29,208.23333333333332,0.0,29879,0,16701,234794273,0
10,1070,0,24.4539,54.3773,2193,0,219.3,0.0,1.0,2,1617291534,8,16,29,35.666666666666664,0.0,7199,0,0,243128488,1
5,966,0,25.2048,55.2708,1804,0,360.8,0.0,1.0,2,1615792583,3,11,14,64.4,0.0,2134,0,486,47563396,1
35,1839,0,12.9716,77.5946,7004,0,200.11428571428573,0.0,1.0,5,1616767048,127,10,29,61.3,0.0,5767,0,7960,0,0
1,500,0,25.3463,55.4209,3220,3220,3220.0,3220.0,0.0,48,1617214067,202,18,0,500.0,0.0,500,0,3221,29934984,0
