count_session,count_hit,totals_newVisits,geoNetwork_latitude,geoNetwork_longitude,historic_session,historic_session_page,avg_session_time,avg_session_time_page,single_page_rate,sessionQualityDim,visitId_threshold,earliest_visit_number,avg_visit_time,days_since_first_visit,visits_per_day,bounce_rate,num_interactions,bounces,time_on_site,transactionRevenue,has_converted
19,1343,0,25.3463,55.4209,8240,2853,433.6842105263158,150.1578947368421,0.9473684210526316,4,1617296824,90,14,26,49.74074074074074,0.0,4113,0,53651,348713709,1
4,641,0,24.4539,54.3773,1764,0,441.0,0.0,1.0,6,1617175496,1,19,1,320.5,0.0,641,0,962,37746200,1
40,2775,0,25.2048,55.2708,14297,546,357.425,13.65,0.975,18,1617301239,371,13,29,92.5,0.0,3996,0,34170,0,0
9,586,0,25.2048,55.2708,1140,0,126.66666666666669,0.0,1.0,6,1616814566,193,11,20,27.904761904761905,0.0,1923,0,316,37516766,1
61,3789,0,25.2048,55.2708,8636,0,141.5737704918033,0.0,1.0,6,1617301960,99,11,29,126.3,0.0,13279,0,2002,0,0
32,2813,0,25.2048,55.2708,17948,6187,560.875,193.34375,0.84375,6,1617300265,333,13,25,108.19230769230768,0.0,11562,0,8217,0,0
2,114,0,24.4539,54.3773,2676,2676,1338.0,1338.0,0.0,56,1615521977,34,6,24,20.44,0.0,511,0,43554,0,0
21,729,0,24.4539,54.3773,1397,0,66.52380952380952,0.0,1.0,5,1616771460,71,11,28,25.13793103448276,0.0,2164,0,193,0,0
6,402,0,25.2048,55.2708,4309,3344,718.1666666666666,557.3333333333334,0.6666666666666666,6,1617269203,10,13,26,14.888888888888888,0.0,1836,0,22810,332372520,0
2,48,0,25.3463,55.4209,40,0,20.0,0.0,1.0,5,1612192536,30,14,10,4.363636363636363,0.0,725,0,716,20147841,0
49,7585,0,25.2048,55.2708,27573,0,562.7142857142857,0.0,1.0,24,1617267975,235,10,26,280.9259259259259,0.0,16415,0,1898,0,0
19,4488,0,25.2048,55.2708,4715,0,248.1578947368421,0.0,1.0,2,1617280458,4,13,28,154.75862068965515,0.0,16894,0,1892,105765060,1
11,728,0,25.3463,55.4209,2095,298,190.45454545454547,27.09090909090909,0.909090909090909,21,1616945475,245,15,22,31.652173913043477,0.0,4417,0,62059,997861380,1
43,9509,0,24.4539,54.3773,9729,0,226.25581395348837,0.0,1.0,3,1617227960,11,18,26,352.18518518518516,0.0,29942,0,0,108139233,1
4,516,0,25.3463,55.4209,640,0,160.0,0.0,1.0,2,1616149874,6,8,15,32.25,0.0,5609,0,0,411404918,1
25,596,0,25.3463,55.4209,3871,2261,154.84,90.44,0.96,3,1616719366,7,10,29,27.1,0.04,2223,0,146,0,0
25,1417,0,25.3463,55.4209,27019,25179,1080.76,1007.16,0.36,4,1617026678,1,13,29,109.03333333333332,0.0,6209,0,5334,0,0
33,5347,0,24.4539,54.3773,8572,0,259.75757575757575,0.0,1.0,2,1617207771,68,14,28,184.3793103448276,0.0,13163,0,2614,0,0
10,3059,0,25.2048,55.2708,2770,0,277.0,0.0,1.0,2,1615475845,213,9,30,98.6774193548387,0.0,10563,0,3910,0,0
11,2114,0,24.4539,54.3773,1238,0,112.54545454545456,0.0,1.0,2,1617276381,3,18,29,70.46666666666667,0.0,14512,0,0,35081270,1
3,146,0,24.4539,54.3773,5228,0,1742.6666666666667,0.0,1.0,4,1616667273,40,15,22,6.3478260869565215,0.0,681,0,50,0,0
8,1255,0,24.4539,54.3773,4798,4798,599.75,599.75,0.0,16,1617106632,88,14,24,50.2,0.0,1566,0,9975,396816995,0
38,2467,0,25.2048,55.2708,23803,0,626.3947368421053,0.0,1.0,4,1617302011,485,11,29,82.23333333333333,0.0,10750,0,12580,0,0
8,1947,0,0.0,0.0,1783,0,222.875,0.0,1.0,2,1616813688,2,6,25,74.88461538461539,0.0,7339,0,966,112759498,1
3,682,0,25.2048,55.2708,4360,3725,1453.3333333333333,1241.6666666666667,0.6666666666666666,53,1617209084,2,17,7,133.375,0.0,1171,0,90192,0,0
25,2851,0,25.3463,55.4209,11899,0,475.96,0.0,1.0,2,1617261652,1,13,25,109.65384615384616,0.0,2851,0,3369,0,0
5,648,0,25.2048,55.2708,1058,0,211.6,0.0,1.0,2,1617274594,35,14,29,21.6,0.0,1697,0,1700,92990647,1
4,593,0,25.3463,55.4209,6617,3756,1654.25,939.0,0.75,40,1616439928,6,14,15,54.625,0.0,1421,0,610,0,0
11,394,0,25.2048,55.2708,6076,2445,552.3636363636364,222.27272727272728,0.6363636363636364,2,1617297915,47,12,27,18.285714285714285,0.08,2718,0,12488,62178225,1
35,1923,0,25.2048,55.2708,8557,1597,244.48571428571427,45.628571428571426,0.8857142857142856,6,1617249453,7,11,29,71.26666666666667,0.0,8903,0,1586,0,0
18,3313,0,24.4539,54.3773,7778,0,432.11111111111114,0.0,1.0,2,1616875819,2,14,21,150.5909090909091,0.0,5012,0,848,0,0
22,5460,0,24.4539,54.3773,26912,6213,1223.2727272727273,282.40909090909093,0.7727272727272727,4,1617290248,434,13,29,182.0,0.0,21944,0,3490,0,0
1,11,0,25.2048,55.2708,161,161,161.0,161.0,0.0,56,1613570090,51,14,0,35.0,0.0,35,0,2146,0,0
21,2547,0,25.2048,55.2708,6350,0,302.3809523809524,0.0,1.0,8,1617260039,12,10,30,82.16129032258064,0.0,10850,0,101,14511101,1
4,56,0,25.2048,55.2708,1788,1788,447.0,447.0,0.25,10,1607329083,1,7,2,41.666666666666664,0.0,125,0,3186,0,0
38,4237,0,25.2048,55.2708,8875,0,233.55263157894737,0.0,1.0,2,1617223899,5,14,23,176.54166666666666,0.0,10616,0,5068,140784588,1
21,3806,0,25.4052,55.5136,10895,0,518.8095238095239,0.0,1.0,2,1617299470,2,13,28,131.24137931034485,0.0,12003,0,3442,0,0
23,5615,0,24.4539,54.3773,8000,585,347.82608695652175,25.434782608695652,0.9130434782608696,2,1617028559,8,15,29,187.16666666666663,0.0,25850,0,2733,0,0
4,340,0,25.2048,55.2708,718,0,179.5,0.0,1.0,6,1616345177,11,14,18,17.894736842105264,0.0,576,0,204,0,0
33,5742,0,25.2048,55.2708,9378,0,284.1818181818182,0.0,1.0,3,1617273760,11,12,30,185.2258064516129,0.0,41542,0,38905,722443827,1
21,1517,0,24.4539,54.3773,6395,1196,304.5238095238095,56.95238095238095,0.9523809523809524,4,1616826064,165,8,29,50.56666666666667,0.0,8128,0,15026,0,0
7,169,0,25.2048,55.2708,209,0,29.857142857142858,0.0,1.0,3,1617193443,5,12,22,7.3478260869565215,0.0,5436,0,7788,236313642,1
7,899,0,24.4539,54.3773,660,0,94.28571428571429,0.0,1.0,2,1616641597,2,8,21,40.86363636363637,0.0,9389,0,0,177650117,1
6,270,0,25.2048,55.2708,1463,0,243.83333333333337,0.0,1.0,4,1617287770,42,10,13,19.285714285714285,0.0,1140,0,2007,0,0
7,382,0,25.2048,55.2708,4035,1403,576.4285714285714,200.42857142857144,0.8571428571428571,45,1617211842,116,12,26,14.148148148148149,0.0,3885,0,837,0,0
17,2586,0,25.2048,55.2708,7330,2162,431.1764705882353,127.17647058823528,0.8823529411764705,2,1617167673,10,12,26,101.5925925925926,0.0,12231,0,3112,0,0
11,1840,0,25.2048,55.2708,2901,0,263.72727272727275,0.0,1.0,2,1617300618,4,13,26,68.14814814814815,0.0,11311,0,1639,157367682,1
38,3854,0,25.2048,55.2708,19300,4398,507.89473684210526,115.73684210526316,0.894736842105263,54,1617055157,73,15,27,137.64285714285714,0.0,19618,0,81057,148914920,1
6,508,0,25.3463,55.4209,1637,1492,272.8333333333333,248.66666666666663,0.6666666666666666,3,1617289296,89,12,19,25.4,0.0,4075,0,2489,67425366,0
3,473,0,24.4539,54.3773,2773,0,924.3333333333333,0.0,1.0,41,1617168649,103,6,15,29.5625,0.0,1044,0,3956,0,0
17,2631,0,24.4539,54.3773,10631,4353,625.3529411764706,256.05882352941177,0.8235294117647058,42,1614374457,149,17,30,84.87096774193549,0.0,5876,0,15959,302476261,1
5,1179,0,25.2048,55.2708,2407,0,481.4,0.0,1.0,3,1617171789,54,13,22,51.26086956521739,0.0,3626,0,784,0,0
10,1600,0,24.4539,54.3773,1588,0,158.8,0.0,1.0,2,1616524017,23,16,26,59.25925925925926,0.0,8082,0,0,56344318,1
17,638,0,25.2048,55.2708,2573,510,151.35294117647058,30.0,0.8235294117647058,24,1616740364,3,11,28,25.482758620689655,0.0,4099,0,2047,0,0
31,1832,0,25.3463,55.4209,12225,1070,394.35483870967744,34.516129032258064,0.9032258064516128,5,1617286932,69,13,22,79.65217391304348,0.0,2593,0,3015,4900639,0
15,2758,0,24.4539,54.3773,4671,0,311.4,0.0,1.0,6,1617260282,3,14,30,88.96774193548387,0.0,7072,0,0,144420500,1
47,12228,0,24.1302,55.8023,17584,0,374.12765957446805,0.0,1.0,2,1617252802,18,13,25,470.3076923076923,0.0,36562,0,1057,347630031,1
17,1202,0,25.2048,55.2708,6609,1104,388.764705882353,64.94117647058823,0.9411764705882352,4,1617195705,175,10,30,38.774193548387096,0.0,9170,0,860,0,0
19,2228,0,24.1302,55.8023,12455,8131,655.5263157894736,427.94736842105266,0.5789473684210527,9,1617301975,133,13,24,89.12,0.0,13607,0,95397,2475031831,1
53,2023,0,25.2048,55.2708,12155,4220,229.33962264150944,79.62264150943396,0.8679245283018868,4,1617280589,38,12,28,86.89655172413794,0.0,12547,0,3154,0,0
9,1298,0,25.2048,55.2708,919,0,102.11111111111111,0.0,1.0,2,1617118626,3,11,20,61.80952380952381,0.0,1298,0,930,0,0
39,2929,0,25.2048,55.2708,11969,430,306.8974358974359,11.025641025641026,0.9743589743589745,6,1617283437,123,15,28,101.0,0.0,10198,0,4672,0,0
18,732,0,24.4539,54.3773,6028,3914,334.8888888888889,217.44444444444449,0.5555555555555555,4,1616920144,3,11,30,42.83870967741935,0.0,3425,0,1191,0,0
5,157,1,24.1302,55.8023,5537,5537,1107.4,1107.4,0.2,43,1616359775,1,12,4,140.8,0.63,704,0,1110,199456029,0
1,49,0,25.2048,55.2708,57,0,57.0,0.0,1.0,5,1615923499,88,20,0,49.0,0.0,3479,0,1448,0,0
60,3636,0,25.2048,55.2708,8851,0,147.51666666666668,0.0,1.0,2,1617155482,1,13,30,117.29032258064515,0.0,21367,0,173,0,0
22,3712,0,25.2048,55.2708,6850,0,311.3636363636364,0.0,1.0,3,1617017342,6,10,27,132.57142857142858,0.0,6081,0,1923,73632840,1
15,1116,0,25.2048,55.2708,4775,0,318.3333333333333,0.0,1.0,18,1616766275,1,16,28,38.48275862068966,0.0,1867,0,2908,0,0
12,757,0,25.2048,55.2708,4216,0,351.3333333333333,0.0,1.0,6,1616855259,171,11,21,34.40909090909091,0.0,4223,0,1347,0,0
14,696,0,24.4539,54.3773,4448,0,317.7142857142857,0.0,1.0,3,1617272850,68,11,30,22.451612903225808,0.0,1137,0,10791,0,0
6,1126,0,24.1302,55.8023,914,0,152.33333333333334,0.0,1.0,2,1617198536,5,15,29,37.53333333333333,0.0,8507,0,192,126566070,1
23,3944,0,24.4539,54.3773,5280,0,229.56521739130432,0.0,1.0,2,1617307012,40,13,27,140.85714285714286,0.0,15786,0,105,0,0
10,650,0,25.2048,55.2708,796,148,79.6,14.8,0.9,2,1617049331,1,17,26,25.296296296296298,0.0,7912,0,7938,97587801,0
10,275,0,25.2048,55.2708,1305,0,130.5,0.0,1.0,4,1616498741,6,12,21,12.5,0.0,445,0,535,0,0
2,190,0,14.676,121.0437,510,0,255.0,0.0,1.0,7,1616294760,200,3,2,63.333333333333336,0.0,2337,0,87,0,0
41,4841,0,25.4052,55.5136,15157,0,369.6829268292683,0.0,1.0,21,1617304778,1,13,29,161.36666666666667,0.0,7905,0,5668,359433153,1
8,925,0,24.1302,55.8023,6202,0,775.25,0.0,1.0,4,1617031164,71,15,28,31.896551724137932,0.0,5535,0,27302,0,0
5,602,0,24.4539,54.3773,1400,743,280.0,148.6,0.6,16,1617063211,50,8,12,46.30769230769231,0.0,673,0,1550,105310372,0
26,1677,0,25.2048,55.2708,4846,2243,186.3846153846154,86.26923076923077,0.8461538461538461,5,1617208955,7,15,28,59.27586206896552,0.0,4625,0,708,17574229,0
32,867,0,25.2048,55.2708,11049,0,345.28125,0.0,1.0,24,1617279745,238,11,26,32.111111111111114,0.0,3782,0,71,0,0
5,1086,0,24.4539,54.3773,781,0,156.2,0.0,1.0,2,1616862459,70,15,12,83.53846153846153,0.0,5328,0,258,0,0
31,1478,0,25.2048,55.2708,4647,0,149.90322580645162,0.0,1.0,6,1617274076,3,11,29,49.266666666666666,0.0,1597,0,125,0,0
5,987,0,25.2048,55.2708,1425,0,285.0,0.0,1.0,2,1615566575,1,14,0,987.0,0.0,987,0,2980,42145935,1
6,600,0,24.4539,54.3773,3904,0,650.6666666666666,0.0,1.0,49,1615991128,2,12,1,300.0,0.0,864,0,54,0,0
5,211,0,24.4539,54.3773,2196,1244,439.2,248.8,0.8,5,1617051674,30,14,2,70.33333333333333,0.0,211,0,4562,33160994,1
5,368,0,24.4539,54.3773,1478,0,295.6,0.0,1.0,16,1616831480,13,15,25,14.153846153846152,0.0,593,0,525,0,0
10,591,0,25.3463,55.4209,2651,1442,265.1,144.2,0.8,4,1617284241,3,12,29,19.7,0.0,1334,0,26863,173965815,1
4,1000,0,25.2048,55.2708,5021,4845,1255.25,1211.25,0.25,46,1615813784,78,13,29,33.333333333333336,0.0,7655,0,17200,1713635060,0
39,4749,0,0.0,0.0,6184,0,158.56410256410257,0.0,1.0,2,1617289338,5,10,29,158.3,0.0,14162,0,1482,101034219,1
1,360,0,25.2048,55.2708,246,0,246.0,0.0,1.0,2,1614638379,18,23,0,360.0,0.0,1840,0,1620,48420909,1
39,6764,0,25.2048,55.2708,10832,929,277.7435897435897,23.82051282051282,0.9743589743589745,4,1617283374,2,11,27,243.6071428571429,0.0,35336,0,3350,24286300,1
18,2452,0,25.2048,55.2708,3791,0,210.61111111111111,0.0,1.0,2,1617195824,89,12,29,81.73333333333333,0.0,10033,0,31044,0,0
5,283,0,25.3463,55.4209,638,0,127.6,0.0,1.0,5,1617188790,44,11,28,9.758620689655173,0.0,1286,0,173,0,0
4,307,0,24.4539,54.3773,493,0,123.25,0.0,1.0,4,1616010789,2,13,14,20.466666666666665,0.0,307,0,68845,0,0
12,253,0,25.2048,55.2708,12688,7926,1057.3333333333333,660.5,0.4166666666666666,56,1614459950,10,13,16,38.8235294117647,0.19,1656,0,10275,0,0
10,424,0,24.4539,54.3773,436,0,43.6,0.0,1.0,2,1616780364,20,14,30,13.67741935483871,0.0,2629,0,118,0,0
13,498,0,25.3463,55.4209,5676,0,436.61538461538464,0.0,1.0,4,1617258969,130,14,30,16.06451612903226,0.0,2140,0,2310,0,0
9,1280,0,24.1302,55.8023,5931,758,659.0,84.22222222222223,0.8888888888888888,21,1617110109,83,10,29,42.666666666666664,0.0,2979,0,6088,0,0
8,1063,0,25.2048,55.2708,4495,0,561.875,0.0,1.0,24,1617289973,184,9,23,44.291666666666664,0.0,11569,0,14134,249922765,1
28,6177,0,25.2048,55.2708,4677,0,167.03571428571428,0.0,1.0,4,1617294640,29,14,29,205.9,0.0,17700,0,0,54919758,1
26,3036,0,25.4052,55.5136,21651,9598,832.7307692307693,369.15384615384613,0.8846153846153845,5,1617184198,246,11,18,159.78947368421052,0.0,14352,0,22040,0,0
33,4284,0,25.2048,55.2708,12923,0,391.6060606060606,0.0,1.0,3,1617301104,80,12,29,142.8,0.0,24515,0,1488,89655039,1
18,1537,0,25.2048,55.2708,3638,0,202.11111111111111,0.0,1.0,18,1617192720,56,16,28,53.0,0.0,3219,0,755,0,0
6,454,0,25.2048,55.2708,1100,0,183.33333333333337,0.0,1.0,2,1616188242,1,19,28,15.655172413793103,0.0,3768,0,1588,216517571,1
24,881,0,25.3463,55.4209,3108,0,129.5,0.0,1.0,4,1616758724,19,12,28,30.379310344827587,0.0,2131,0,331,0,0
13,1324,0,25.2048,55.2708,6563,2075,504.84615384615387,159.6153846153846,0.9230769230769232,45,1617053825,78,13,29,44.13333333333333,0.0,5480,0,2994,0,0
9,175,0,24.4539,54.3773,377,0,41.888888888888886,0.0,1.0,5,1616965907,169,17,29,5.833333333333333,0.0,835,0,2671,0,0
13,2568,0,24.4539,54.3773,3947,0,303.61538461538464,0.0,1.0,2,1614973103,18,12,29,85.6,0.0,3323,0,655,0,0
41,5314,0,24.1302,55.8023,21597,2724,526.7560975609756,66.4390243902439,0.902439024390244,5,1617191723,6,12,29,177.13333333333333,0.0,16605,0,5807,143859839,1
15,1354,0,25.2048,55.2708,6882,2692,458.8,179.46666666666667,0.9333333333333332,11,1616434034,203,14,28,46.689655172413794,0.0,6511,0,13965,0,0
18,2351,0,24.4539,54.3773,17390,7358,966.1111111111111,408.77777777777777,0.8333333333333333,4,1617052760,9,15,26,87.07407407407408,0.0,2544,0,2227,0,0
4,980,0,24.4539,54.3773,1214,0,303.5,0.0,1.0,4,1614118660,38,14,11,81.66666666666667,0.0,2783,0,3040,55513412,1
10,588,0,25.2048,55.2708,4294,0,429.4,0.0,1.0,6,1617103874,150,13,29,19.6,0.0,2042,0,31662,0,0
4,189,0,25.2048,55.2708,267,0,66.75,0.0,1.0,5,1617267431,31,9,19,9.45,0.0,1933,0,3299,32548325,1
3,290,0,25.2048,55.2708,4114,0,1371.3333333333333,0.0,1.0,7,1608860099,383,17,0,290.0,0.0,290,0,13819,0,0
26,4378,0,25.2048,55.2708,7581,0,291.5769230769231,0.0,1.0,2,1617279076,5,10,29,145.93333333333334,0.0,12051,0,5864,106523858,1
15,2160,0,25.2048,55.2708,18117,2730,1207.8,182.0,0.9333333333333332,54,1617048171,105,16,20,102.85714285714286,0.0,2160,0,4257,0,0
2,34,0,25.2048,55.2708,2347,2347,1173.5,1173.5,0.0,18,1615267056,2,9,1,112.0,0.0,224,0,7460,0,0
19,1844,0,25.2048,55.2708,7953,0,418.57894736842104,0.0,1.0,11,1617265757,89,8,30,59.483870967741936,0.0,11248,0,1313,187815215,1
1,424,0,24.4539,54.3773,1239,1239,1239.0,1239.0,0.0,48,1617299756,20,18,0,424.0,0.0,969,0,5644,58197816,0
33,6841,0,25.2048,55.2708,12619,0,382.3939393939394,0.0,1.0,2,1617299541,101,13,24,273.64,0.0,29313,0,5915,172858734,1
89,9182,0,25.3463,55.4209,73423,6546,824.9775280898876,73.5505617977528,0.9438202247191012,21,1617296785,291,13,29,306.06666666666666,0.0,12654,0,174084,502337032,1
4,832,0,25.2048,55.2708,2906,41,726.5,10.25,0.5,7,1608308514,1,16,27,29.857142857142858,0.0,851,0,1344,0,0
16,1049,0,24.4539,54.3773,2153,0,134.5625,0.0,1.0,2,1617247041,35,16,28,36.172413793103445,0.0,4771,0,2790,55513245,1
7,298,0,24.4539,54.3773,860,0,122.85714285714286,0.0,1.0,4,1617209874,79,17,27,10.642857142857142,0.0,662,0,20736,0,0
6,181,0,24.4539,54.3773,272,0,45.333333333333336,0.0,1.0,4,1616376543,73,12,21,8.227272727272727,0.0,2198,0,165,0,0
1,55,1,25.2048,55.2708,807,807,807.0,807.0,0.0,35,1614684460,1,11,0,138.0,0.0,148,0,8580,150286170,0
39,7150,0,25.2048,55.2708,12120,0,310.7692307692308,0.0,1.0,11,1617193706,2,15,30,230.6451612903226,0.0,11701,0,2160,288770323,1
7,218,0,25.2048,55.2708,5363,5363,766.1428571428571,766.1428571428571,0.0,14,1616994529,166,10,29,23.366666666666667,0.0,1548,0,12379,271484609,0
23,733,0,25.2048,55.2708,3622,405,157.47826086956522,17.608695652173914,0.9565217391304348,3,1617028580,69,11,24,29.32,0.0,3375,0,276,0,0
41,3739,0,24.4539,54.3773,21356,3015,520.8780487804878,73.53658536585365,0.951219512195122,4,1617306637,165,11,23,155.79166666666666,0.0,12631,0,23820,26499081,0
91,16069,0,24.1302,55.8023,45136,397,496.0,4.362637362637362,0.989010989010989,1,1617294538,3,12,29,535.9666666666667,0.0,49949,0,10676,1454207725,1
8,269,1,24.4539,54.3773,5470,4860,683.75,607.5,0.625,41,1617250083,1,9,27,20.75,0.09,3490,0,15314,174734906,1
31,3790,0,25.2048,55.2708,23256,14827,750.1935483870968,478.2903225806452,0.5806451612903226,24,1617282483,54,11,30,122.25806451612904,0.0,7262,0,60040,0,0
17,1616,0,51.5074,-0.1278,11878,5718,698.7058823529412,336.3529411764706,0.8823529411764705,4,1616570985,29,10,21,73.45454545454545,0.0,1616,0,24995,48998193,0
15,1773,0,25.3463,55.4209,2293,0,152.86666666666667,0.0,1.0,2,1616904796,10,10,28,61.13793103448276,0.0,6411,0,1944,54113290,1
67,1646,0,24.4539,54.3773,22617,0,337.56716417910445,0.0,1.0,3,1617293970,79,12,29,54.86666666666667,0.0,3044,0,1090,0,0
5,272,0,24.4539,54.3773,654,0,130.8,0.0,1.0,4,1616807690,43,16,25,10.461538461538462,0.0,1089,0,185,0,0
5,1047,0,25.4052,55.5136,627,0,125.4,0.0,1.0,2,1616963556,2,14,7,130.875,0.0,1279,0,532,0,0
23,1041,0,25.2048,55.2708,7050,0,306.5217391304348,0.0,1.0,4,1617223374,255,12,29,34.7,0.0,2956,0,528,0,0
11,618,0,24.4539,54.3773,455,0,41.36363636363637,0.0,1.0,2,1617286946,2,11,29,20.6,0.0,2635,0,1704,0,0
2,263,0,25.2048,55.2708,1824,1824,912.0,912.0,0.0,60,1616668146,2,10,0,294.0,0.0,833,0,1466,108632026,0
22,4674,0,24.1302,55.8023,3833,0,174.22727272727272,0.0,1.0,2,1617299949,2,13,27,166.92857142857142,0.0,15221,0,1552,807815530,1
45,4503,0,25.2048,55.2708,44877,8173,997.2666666666668,181.62222222222223,0.9333333333333332,6,1617290377,224,12,29,150.1,0.0,17033,0,1466,0,0
33,7206,0,24.4539,54.3773,17268,32,523.2727272727273,0.9696969696969696,0.9696969696969696,2,1617300962,1,13,24,288.6,0.0,12925,0,3054,55622864,1
5,939,0,25.2048,55.2708,998,0,199.6,0.0,1.0,4,1617112957,32,13,11,78.25,0.0,3195,0,2694,23523325,1
14,1793,0,25.1288,56.3265,3781,0,270.07142857142856,0.0,1.0,9,1617186778,11,15,28,61.827586206896555,0.0,2779,0,4860,0,0
7,255,0,25.2048,55.2708,1834,0,262.0,0.0,1.0,5,1617293815,76,14,25,9.807692307692308,0.0,487,0,1306,0,0
32,4949,0,24.4539,54.3773,23556,10528,736.125,329.0,0.8125,39,1617282503,217,8,28,170.6551724137931,0.0,18717,0,38436,557165150,0
14,1196,0,25.2048,55.2708,4093,2343,292.35714285714283,167.35714285714286,0.7857142857142857,6,1617234344,156,17,28,41.241379310344826,0.0,5181,0,41988,771599158,1
17,1829,0,25.2048,55.2708,7780,975,457.64705882352933,57.35294117647059,0.9411764705882352,4,1617167139,365,13,27,65.32142857142857,0.0,12984,0,41034,1156800292,1
20,3385,0,24.4539,54.3773,3371,0,168.55,0.0,1.0,3,1616894849,1,11,29,112.83333333333331,0.0,9320,0,0,99564558,1
27,6570,0,24.4539,54.3773,13430,0,497.40740740740733,0.0,1.0,2,1617272849,9,12,29,219.0,0.0,34867,0,0,55042793,1
26,3979,0,24.4539,54.3773,6797,0,261.4230769230769,0.0,1.0,2,1617303528,19,16,29,132.63333333333333,0.0,36282,0,3724,966608172,1
24,1200,0,24.1302,55.8023,5689,0,237.04166666666663,0.0,1.0,4,1617302682,7,13,29,40.0,0.0,3424,0,12381,0,0
16,1668,0,25.8007,55.9762,7207,0,450.4375,0.0,1.0,16,1617101388,31,13,30,53.806451612903224,0.0,5091,0,2883,0,0
20,353,0,40.7128,-74.006,11863,11757,593.15,587.85,0.25,8,1617208517,14,11,21,49.04545454545455,0.36,4616,0,39649,144733696,0
38,3356,0,24.1302,55.8023,19943,6127,524.8157894736842,161.23684210526315,0.9210526315789472,50,1617224071,36,14,29,111.86666666666666,0.0,4263,0,3387,0,0
12,772,0,25.2048,55.2708,1852,775,154.33333333333334,64.58333333333333,0.8333333333333333,2,1617286262,1,15,25,33.88461538461539,0.14,6944,4,0,0,0
4,409,0,25.2048,55.2708,1543,0,385.75,0.0,1.0,18,1616634928,2,8,6,58.42857142857143,0.0,409,0,16,0,0
20,1860,0,25.2048,55.2708,1727,0,86.35,0.0,1.0,2,1617207191,1,15,29,62.0,0.0,8961,0,1271,91833477,1
5,635,0,25.2048,55.2708,2594,1173,518.8,234.6,0.8,6,1617225077,43,9,21,28.863636363636363,0.0,2984,0,17610,2347266945,0
31,4457,0,24.4539,54.3773,26931,0,868.741935483871,0.0,1.0,49,1616765099,183,13,28,153.68965517241378,0.0,11217,0,41441,0,0
4,728,0,24.4539,54.3773,1094,0,273.5,0.0,1.0,5,1608993633,35,13,0,728.0,0.0,728,0,1406,37231547,1
90,2755,0,24.4539,54.3773,29642,21639,329.35555555555555,240.43333333333337,0.6,5,1617297504,1,10,29,182.73333333333332,0.48,11404,0,20553,95291186,0
22,4054,0,25.3463,55.4209,8146,0,370.27272727272725,0.0,1.0,2,1617108009,3,14,29,135.13333333333333,0.0,18277,0,387,0,0
28,4883,0,25.2048,55.2708,9089,0,324.60714285714283,0.0,1.0,2,1617301214,1,16,21,221.95454545454547,0.0,6831,0,736,34086655,1
32,5124,0,24.4539,54.3773,24512,4722,766.0,147.5625,0.875,50,1617284607,3,13,28,188.44827586206895,0.0,10012,0,24702,210117207,0
6,272,0,24.7136,46.6753,1416,0,236.0,0.0,1.0,4,1615208706,1,14,7,34.0,0.0,272,0,3908,0,0
4,269,0,24.1302,55.8023,1134,0,283.5,0.0,1.0,16,1616681365,44,14,21,12.227272727272728,0.0,523,0,13458,0,0
43,7355,0,24.1302,55.8023,8419,0,195.7906976744186,0.0,1.0,2,1617296057,2,15,28,253.6206896551724,0.0,43089,0,13057,519177125,1
53,4065,0,24.4539,54.3773,38350,912,723.5849056603773,17.20754716981132,0.981132075471698,5,1617270816,366,13,30,131.1290322580645,0.0,10966,0,27189,0,0
38,3656,0,24.4539,54.3773,29472,9220,775.578947368421,242.6315789473684,0.868421052631579,50,1617283885,38,10,25,140.6153846153846,0.0,7956,0,53121,682573439,1
17,1206,0,24.4539,54.3773,5019,1131,295.2352941176471,66.52941176470588,0.9411764705882352,5,1617146025,120,18,30,38.903225806451616,0.0,4823,0,9295,122054006,1
6,403,0,25.2048,55.2708,2326,0,387.66666666666674,0.0,1.0,2,1616231898,6,16,9,40.3,0.0,2443,0,2496,64416008,1
6,785,0,25.2048,55.2708,924,0,154.0,0.0,1.0,2,1617171965,29,16,28,27.06896551724138,0.0,10437,0,0,63341412,1
18,1466,0,25.2048,55.2708,3781,0,210.05555555555551,0.0,1.0,4,1617284948,38,7,28,50.55172413793103,0.0,6266,0,525,100227064,1
2,1000,0,24.4539,54.3773,833,0,416.5,0.0,1.0,3,1616357435,20,16,29,33.333333333333336,0.0,4910,0,0,17520442,1
102,21252,0,25.2048,55.2708,34356,0,336.8235294117647,0.0,1.0,2,1617297829,64,13,29,708.4,0.0,80283,0,10673,0,0
71,15972,0,24.4539,54.3773,28917,0,407.28169014084506,0.0,1.0,4,1617297933,161,13,29,532.4,0.0,44484,0,2964,112062580,1
15,432,0,25.2048,55.2708,3135,0,209.0,0.0,1.0,6,1617019000,142,11,27,15.428571428571429,0.0,1278,0,2064,0,0
1,91,0,25.3463,55.4209,99,0,99.0,0.0,1.0,2,1614439469,7,15,0,91.0,0.0,790,0,393,0,0
32,5973,0,24.4539,54.3773,13569,0,424.03125,0.0,1.0,2,1617227757,24,16,30,192.67741935483872,0.0,30266,0,7722,611480843,1
25,1199,0,25.2048,55.2708,3392,0,135.68,0.0,1.0,6,1617290657,173,13,30,38.67741935483871,0.0,5299,0,3637,0,0
12,534,0,25.2048,55.2708,1646,0,137.16666666666666,0.0,1.0,11,1617045289,83,17,24,21.36,0.0,6443,0,9240,0,0
